date,price,year,day,totaltx
1/30/2013 0:00,19.7,2013,30,41127
1/31/2013 0:00,20.41,2013,31,51274
2/1/2013 0:00,20.5,2013,32,63457
2/2/2013 0:00,19.63,2013,33,53737
2/3/2013 0:00,20.59,2013,34,57712
2/4/2013 0:00,20.43,2013,35,60034
2/5/2013 0:00,20.6,2013,36,47575
2/6/2013 0:00,21.18,2013,37,46503
2/7/2013 0:00,22.15,2013,38,63085
2/8/2013 0:00,22.66,2013,39,56810
2/9/2013 0:00,23.65,2013,40,58477
2/10/2013 0:00,23.97,2013,41,62002
2/11/2013 0:00,24.65,2013,42,54187
2/12/2013 0:00,25.17,2013,43,57179
2/13/2013 0:00,24.2,2013,44,58706
2/14/2013 0:00,27.22,2013,45,52928
2/15/2013 0:00,27.1,2013,46,53511
2/16/2013 0:00,27.22,2013,47,51523
2/17/2013 0:00,26.81,2013,48,50148
2/18/2013 0:00,26.95,2013,49,51650
2/19/2013 0:00,29.42,2013,50,54189
2/20/2013 0:00,29.64,2013,51,58205
2/21/2013 0:00,29.75,2013,52,56882
2/22/2013 0:00,30.25,2013,53,63627
2/23/2013 0:00,29.8,2013,54,57378
2/24/2013 0:00,29.89,2013,55,62391
2/25/2013 0:00,30.4,2013,56,64091
2/26/2013 0:00,31.1,2013,57,65726
2/27/2013 0:00,30.9,2013,58,56956
2/28/2013 0:00,33.38,2013,59,66515
3/1/2013 0:00,34.5,2013,60,63688
3/2/2013 0:00,34.25,2013,61,51994
3/3/2013 0:00,34.5,2013,62,56135
3/4/2013 0:00,36.15,2013,63,60425
3/5/2013 0:00,40.33,2013,64,61386
3/6/2013 0:00,41.02,2013,65,60040
3/7/2013 0:00,42,2013,66,69598
3/8/2013 0:00,44.18,2013,67,47009
3/9/2013 0:00,46.85,2013,68,64969
3/10/2013 0:00,46,2013,69,67494
3/11/2013 0:00,48.4,2013,70,53113
3/12/2013 0:00,44.29,2013,71,56544
3/13/2013 0:00,46.92,2013,72,58001
3/14/2013 0:00,47.17,2013,73,57511
3/15/2013 0:00,46.95,2013,74,57997
3/16/2013 0:00,47,2013,75,32504
3/17/2013 0:00,47.4,2013,76,36800
3/18/2013 0:00,51.6,2013,77,46299
3/19/2013 0:00,59.14,2013,78,42338
3/20/2013 0:00,64.49,2013,79,48955
3/21/2013 0:00,70.85,2013,80,57321
3/22/2013 0:00,69.86,2013,81,61385
3/23/2013 0:00,64.35,2013,82,52459
3/24/2013 0:00,71.5,2013,83,51681
3/25/2013 0:00,73.6,2013,84,46176
3/26/2013 0:00,78.5,2013,85,49420
3/27/2013 0:00,88.92,2013,86,52567
3/28/2013 0:00,86.18,2013,87,65502
3/29/2013 0:00,90.5,2013,88,62731
3/30/2013 0:00,92.19,2013,89,53851
3/31/2013 0:00,93.03,2013,90,45196
4/1/2013 0:00,104,2013,91,56773
4/2/2013 0:00,117.98,2013,92,62887
4/3/2013 0:00,135,2013,93,64302
4/4/2013 0:00,132.12,2013,94,65575
4/5/2013 0:00,142.32,2013,95,59941
4/6/2013 0:00,142.63,2013,96,55973
4/7/2013 0:00,162.3,2013,97,56731
4/8/2013 0:00,187.5,2013,98,68763
4/9/2013 0:00,230,2013,99,66531
4/10/2013 0:00,165,2013,100,65136
4/11/2013 0:00,124.9,2013,101,64464
4/12/2013 0:00,117,2013,102,57087
4/13/2013 0:00,93,2013,103,51748
4/14/2013 0:00,90,2013,104,56177
4/15/2013 0:00,82.39,2013,105,61716
4/16/2013 0:00,68.36,2013,106,61352
4/17/2013 0:00,93.07,2013,107,56662
4/18/2013 0:00,109.01,2013,108,48683
4/19/2013 0:00,118.48,2013,109,56514
4/20/2013 0:00,126.62,2013,110,48518
4/21/2013 0:00,119.2,2013,111,42455
4/22/2013 0:00,127.4,2013,112,51897
4/23/2013 0:00,143.47,2013,113,62025
4/24/2013 0:00,154.2,2013,114,64435
4/25/2013 0:00,141.71,2013,115,60450
4/26/2013 0:00,136.9,2013,116,54420
4/27/2013 0:00,128,2013,117,42474
4/28/2013 0:00,134.44,2013,118,43478
4/29/2013 0:00,144,2013,119,52790
4/30/2013 0:00,139.23,2013,120,47699
5/1/2013 0:00,116.38,2013,121,55925
5/2/2013 0:00,106.25,2013,122,53739
5/3/2013 0:00,98.1,2013,123,50172
5/4/2013 0:00,112.9,2013,124,48868
5/5/2013 0:00,115.98,2013,125,52619
5/6/2013 0:00,112.25,2013,126,54409
5/7/2013 0:00,109.6,2013,127,55323
5/8/2013 0:00,113.2,2013,128,55317
5/9/2013 0:00,112.8,2013,129,66783
5/10/2013 0:00,117.7,2013,130,68790
5/11/2013 0:00,115.64,2013,131,73978
5/12/2013 0:00,114.82,2013,132,62180
5/13/2013 0:00,117.98,2013,133,62717
5/14/2013 0:00,111.4,2013,134,66832
5/15/2013 0:00,114.22,2013,135,63656
5/16/2013 0:00,118.21,2013,136,58574
5/17/2013 0:00,123.5,2013,137,58323
5/18/2013 0:00,123.21,2013,138,50588
5/19/2013 0:00,122.5,2013,139,48307
5/20/2013 0:00,122.02,2013,140,49504
5/21/2013 0:00,122.89,2013,141,54740
5/22/2013 0:00,123.8,2013,142,51627
5/23/2013 0:00,126.3,2013,143,60026
5/24/2013 0:00,133.1,2013,144,55920
5/25/2013 0:00,131.99,2013,145,47859
5/26/2013 0:00,133.5,2013,146,42767
5/27/2013 0:00,129.77,2013,147,52291
5/28/2013 0:00,129,2013,148,57353
5/29/2013 0:00,132.25,2013,149,56303
5/30/2013 0:00,128.8,2013,150,57063
5/31/2013 0:00,128.82,2013,151,54442
6/1/2013 0:00,129.3,2013,152,51690
6/2/2013 0:00,122.5,2013,153,50712
6/3/2013 0:00,120.74,2013,154,56158
6/4/2013 0:00,121.4,2013,155,58687
6/5/2013 0:00,121.9,2013,156,56405
6/6/2013 0:00,118.97,2013,157,52993
6/7/2013 0:00,111,2013,158,51415
6/8/2013 0:00,107.89,2013,159,46754
6/9/2013 0:00,100.44,2013,160,46445
6/10/2013 0:00,106.35,2013,161,45966
6/11/2013 0:00,109,2013,162,49369
6/12/2013 0:00,108.78,2013,163,43849
6/13/2013 0:00,103.95,2013,164,45696
6/14/2013 0:00,100,2013,165,47369
6/15/2013 0:00,99.8,2013,166,35299
6/16/2013 0:00,99.9,2013,167,43625
6/17/2013 0:00,101.95,2013,168,48017
6/18/2013 0:00,107.35,2013,169,46185
6/19/2013 0:00,108.25,2013,170,46518
6/20/2013 0:00,111.29,2013,171,52929
6/21/2013 0:00,109.5,2013,172,45098
6/22/2013 0:00,108.2,2013,173,44857
6/23/2013 0:00,107.9,2013,174,38143
6/24/2013 0:00,102.09,2013,175,44631
6/25/2013 0:00,103.33,2013,176,45393
6/26/2013 0:00,104,2013,177,48949
6/27/2013 0:00,101.74,2013,178,42909
6/28/2013 0:00,94.66,2013,179,47616
6/29/2013 0:00,95,2013,180,35282
6/30/2013 0:00,97.51,2013,181,31435
7/1/2013 0:00,84.61,2013,182,42122
7/2/2013 0:00,87.66,2013,183,37630
7/3/2013 0:00,76.89,2013,184,34175
7/4/2013 0:00,77.68,2013,185,34898
7/5/2013 0:00,66.34,2013,186,38465
7/6/2013 0:00,66.85,2013,187,32351
7/7/2013 0:00,72.51,2013,188,31911
7/8/2013 0:00,74.56,2013,189,39565
7/9/2013 0:00,74.22,2013,190,40996
7/10/2013 0:00,84.51,2013,191,39430
7/11/2013 0:00,91.22,2013,192,46052
7/12/2013 0:00,88.46,2013,193,47777
7/13/2013 0:00,91.39,2013,194,37528
7/14/2013 0:00,90.37,2013,195,32114
7/15/2013 0:00,93.14,2013,196,38391
7/16/2013 0:00,92.74,2013,197,38666
7/17/2013 0:00,90.54,2013,198,40933
7/18/2013 0:00,85.43,2013,199,40780
7/19/2013 0:00,85.78,2013,200,36194
7/20/2013 0:00,85.67,2013,201,34718
7/21/2013 0:00,85.47,2013,202,34133
7/22/2013 0:00,86.09,2013,203,41960
7/23/2013 0:00,86.94,2013,204,37251
7/24/2013 0:00,87.46,2013,205,44568
7/25/2013 0:00,89.41,2013,206,40189
7/26/2013 0:00,90.63,2013,207,38861
7/27/2013 0:00,89.1,2013,208,34593
7/28/2013 0:00,92.1,2013,209,38829
7/29/2013 0:00,93.3,2013,210,41073
7/30/2013 0:00,96.31,2013,211,46654
7/31/2013 0:00,97.91,2013,212,47829
8/1/2013 0:00,96.42,2013,213,51276
8/2/2013 0:00,97.24,2013,214,51207
8/3/2013 0:00,96.66,2013,215,43622
8/4/2013 0:00,96.6,2013,216,43452
8/5/2013 0:00,96.92,2013,217,53280
8/6/2013 0:00,97.13,2013,218,55616
8/7/2013 0:00,96.92,2013,219,54961
8/8/2013 0:00,94.77,2013,220,59979
8/9/2013 0:00,93.36,2013,221,52946
8/10/2013 0:00,93.29,2013,222,46190
8/11/2013 0:00,94.16,2013,223,38455
8/12/2013 0:00,95.08,2013,224,51753
8/13/2013 0:00,97.9,2013,225,51984
8/14/2013 0:00,97.96,2013,226,54621
8/15/2013 0:00,97.54,2013,227,54060
8/16/2013 0:00,98.33,2013,228,73338
8/17/2013 0:00,99.56,2013,229,57334
8/18/2013 0:00,98.84,2013,230,56359
8/19/2013 0:00,102.3,2013,231,72441
8/20/2013 0:00,105.01,2013,232,64632
8/21/2013 0:00,111.44,2013,233,57961
8/22/2013 0:00,109.73,2013,234,67532
8/23/2013 0:00,107.55,2013,235,55125
8/24/2013 0:00,108.69,2013,236,47176
8/25/2013 0:00,111.79,2013,237,49261
8/26/2013 0:00,112.23,2013,238,54858
8/27/2013 0:00,117.45,2013,239,65194
8/28/2013 0:00,117.59,2013,240,62921
8/29/2013 0:00,117.52,2013,241,61483
8/30/2013 0:00,123.23,2013,242,59189
8/31/2013 0:00,129.46,2013,243,46025
9/1/2013 0:00,128.26,2013,244,45528
9/2/2013 0:00,127.36,2013,245,53993
9/3/2013 0:00,127.59,2013,246,51862
9/4/2013 0:00,120.57,2013,247,54516
9/5/2013 0:00,120.53,2013,248,61704
9/6/2013 0:00,116.32,2013,249,57183
9/7/2013 0:00,119.05,2013,250,51293
9/8/2013 0:00,116.59,2013,251,49304
9/9/2013 0:00,120.02,2013,252,57067
9/10/2013 0:00,121.46,2013,253,52416
9/11/2013 0:00,125.45,2013,254,47783
9/12/2013 0:00,125.76,2013,255,52778
9/13/2013 0:00,126.51,2013,256,45083
9/14/2013 0:00,124.08,2013,257,43582
9/15/2013 0:00,124.58,2013,258,55854
9/16/2013 0:00,125.06,2013,259,54567
9/17/2013 0:00,125.97,2013,260,65817
9/18/2013 0:00,126.3,2013,261,59230
9/19/2013 0:00,124.19,2013,262,59842
9/20/2013 0:00,122.9,2013,263,57974
9/21/2013 0:00,122.64,2013,264,50154
9/22/2013 0:00,122.65,2013,265,53880
9/23/2013 0:00,122.22,2013,266,67288
9/24/2013 0:00,122.54,2013,267,60145
9/25/2013 0:00,123.42,2013,268,55138
9/26/2013 0:00,123.48,2013,269,56106
9/27/2013 0:00,123.5,2013,270,44353
9/28/2013 0:00,124.75,2013,271,44335
9/29/2013 0:00,125.18,2013,272,38412
9/30/2013 0:00,123.1,2013,273,51577
10/1/2013 0:00,125.49,2013,274,57978
10/2/2013 0:00,99.81,2013,275,62184
10/3/2013 0:00,116.82,2013,276,57953
10/4/2013 0:00,121.29,2013,277,49604
10/5/2013 0:00,121.14,2013,278,45955
10/6/2013 0:00,121.68,2013,279,41570
10/7/2013 0:00,123.24,2013,280,45688
10/8/2013 0:00,124.32,2013,281,45952
10/9/2013 0:00,125.84,2013,282,53332
10/10/2013 0:00,125.7,2013,283,55843
10/11/2013 0:00,125.51,2013,284,50265
10/12/2013 0:00,126.52,2013,285,50161
10/13/2013 0:00,130.42,2013,286,52014
10/14/2013 0:00,133.04,2013,287,56882
10/15/2013 0:00,138.64,2013,288,56777
10/16/2013 0:00,137.42,2013,289,47614
10/17/2013 0:00,142.73,2013,290,52602
10/18/2013 0:00,149.59,2013,291,57181
10/19/2013 0:00,159.81,2013,292,53564
10/20/2013 0:00,163.06,2013,293,53086
10/21/2013 0:00,174.18,2013,294,59309
10/22/2013 0:00,183.86,2013,295,63488
10/23/2013 0:00,200.62,2013,296,57593
10/24/2013 0:00,183.15,2013,297,62920
10/25/2013 0:00,178.12,2013,298,55753
10/26/2013 0:00,175.9,2013,299,46867
10/27/2013 0:00,185.69,2013,300,44599
10/28/2013 0:00,187.87,2013,301,50347
10/29/2013 0:00,198.19,2013,302,50563
10/30/2013 0:00,194.55,2013,303,50123
10/31/2013 0:00,198.23,2013,304,55819
11/1/2013 0:00,198.51,2013,305,44006
11/2/2013 0:00,200.85,2013,306,39422
11/3/2013 0:00,207.63,2013,307,36952
11/4/2013 0:00,225.2,2013,308,48694
11/5/2013 0:00,239.29,2013,309,52960
11/6/2013 0:00,253.69,2013,310,55618
11/7/2013 0:00,283.3,2013,311,62458
11/8/2013 0:00,323.77,2013,312,58450
11/9/2013 0:00,336.14,2013,313,53855
11/10/2013 0:00,311.9,2013,314,55707
11/11/2013 0:00,332.63,2013,315,58602
11/12/2013 0:00,349.34,2013,316,60032
11/13/2013 0:00,393.28,2013,317,69206
11/14/2013 0:00,410.72,2013,318,65035
11/15/2013 0:00,409.17,2013,319,58641
11/16/2013 0:00,428.82,2013,320,44964
11/17/2013 0:00,476.29,2013,321,58904
11/18/2013 0:00,674.38,2013,322,85687
11/19/2013 0:00,541.83,2013,323,87161
11/20/2013 0:00,572.67,2013,324,74583
11/21/2013 0:00,695.87,2013,325,73079
11/22/2013 0:00,747.48,2013,326,80892
11/23/2013 0:00,776.7,2013,327,65293
11/24/2013 0:00,751.38,2013,328,62005
11/25/2013 0:00,778.68,2013,329,75067
11/26/2013 0:00,899.2,2013,330,86863
11/27/2013 0:00,948.41,2013,331,98244
11/28/2013 0:00,1037.75,2013,332,93608
11/29/2013 0:00,1120.4,2013,333,91271
11/30/2013 0:00,1124.76,2013,334,71935
12/1/2013 0:00,946.92,2013,335,71213
12/2/2013 0:00,1038.35,2013,336,78263
12/3/2013 0:00,1068.67,2013,337,78865
12/4/2013 0:00,1147.25,2013,338,80105
12/5/2013 0:00,1042.03,2013,339,79569
12/6/2013 0:00,834.03,2013,340,74888
12/7/2013 0:00,694.47,2013,341,59273
12/8/2013 0:00,795.4,2013,342,49116
12/9/2013 0:00,898.02,2013,343,67829
12/10/2013 0:00,990,2013,344,68183
12/11/2013 0:00,883.26,2013,345,63920
12/12/2013 0:00,875.75,2013,346,58511
12/13/2013 0:00,898.21,2013,347,59230
12/14/2013 0:00,867.49,2013,348,52935
12/15/2013 0:00,879.47,2013,349,54268
12/16/2013 0:00,712.51,2013,350,72156
12/17/2013 0:00,683.84,2013,351,67680
12/18/2013 0:00,522.23,2013,352,81030
12/19/2013 0:00,698.45,2013,353,70202
12/20/2013 0:00,622.84,2013,354,65596
12/21/2013 0:00,608.96,2013,355,51977
12/22/2013 0:00,617.82,2013,356,52276
12/23/2013 0:00,673.17,2013,357,56668
12/24/2013 0:00,667.62,2013,358,56442
12/25/2013 0:00,687.36,2013,359,51831
12/26/2013 0:00,765.21,2013,360,52099
12/27/2013 0:00,746.72,2013,361,52164
12/28/2013 0:00,730.47,2013,362,48438
12/29/2013 0:00,745.07,2013,363,51985
12/30/2013 0:00,754.76,2013,364,56528
12/31/2013 0:00,757.5,2013,365,45032
1/1/2014 0:00,770.44,2014,1,44164
1/2/2014 0:00,808.05,2014,2,57382
1/3/2014 0:00,830.02,2014,3,60101
1/4/2014 0:00,858.98,2014,4,52934
1/5/2014 0:00,940.1,2014,5,60463
1/6/2014 0:00,951.39,2014,6,66702
1/7/2014 0:00,810.58,2014,7,63927
1/8/2014 0:00,859.95,2014,8,59443
1/9/2014 0:00,860.89,2014,9,58278
1/10/2014 0:00,884.67,2014,10,56654
1/11/2014 0:00,930.9,2014,11,52269
1/12/2014 0:00,873.26,2014,12,50024
1/13/2014 0:00,857.96,2014,13,56227
1/14/2014 0:00,851.83,2014,14,56557
1/15/2014 0:00,874.71,2014,15,61880
1/16/2014 0:00,847.37,2014,16,56508
1/17/2014 0:00,828.22,2014,17,58292
1/18/2014 0:00,843.76,2014,18,50350
1/19/2014 0:00,878.68,2014,19,50957
1/20/2014 0:00,871.05,2014,20,66875
1/21/2014 0:00,874.29,2014,21,70303
1/22/2014 0:00,863.95,2014,22,64325
1/23/2014 0:00,854.35,2014,23,66356
1/24/2014 0:00,825.12,2014,24,62130
1/25/2014 0:00,861.85,2014,25,51594
1/26/2014 0:00,880.15,2014,26,55995
1/27/2014 0:00,814.53,2014,27,66185
1/28/2014 0:00,833.94,2014,28,64789
1/29/2014 0:00,837.51,2014,29,60357
1/30/2014 0:00,845.85,2014,30,61258
1/31/2014 0:00,848.29,2014,31,58853
2/1/2014 0:00,853.02,2014,32,54097
2/2/2014 0:00,854.37,2014,33,51666
2/3/2014 0:00,846.9,2014,34,61091
2/4/2014 0:00,842.01,2014,35,69189
2/5/2014 0:00,820.87,2014,36,67406
2/6/2014 0:00,783.62,2014,37,71268
2/7/2014 0:00,703.57,2014,38,69657
2/8/2014 0:00,676.91,2014,39,62128
2/9/2014 0:00,681.94,2014,40,58869
2/10/2014 0:00,679.73,2014,41,64628
2/11/2014 0:00,669.44,2014,42,68748
2/12/2014 0:00,648.38,2014,43,62915
2/13/2014 0:00,598.41,2014,44,69357
2/14/2014 0:00,656.61,2014,45,73864
2/15/2014 0:00,645.43,2014,46,58314
2/16/2014 0:00,610.65,2014,47,58375
2/17/2014 0:00,621.49,2014,48,61151
2/18/2014 0:00,621.22,2014,49,68321
2/19/2014 0:00,617.71,2014,50,69774
2/20/2014 0:00,552.21,2014,51,73402
2/21/2014 0:00,569.04,2014,52,65063
2/22/2014 0:00,604.75,2014,53,58092
2/23/2014 0:00,604.58,2014,54,60971
2/24/2014 0:00,545.32,2014,55,80156
2/25/2014 0:00,534.71,2014,56,76988
2/26/2014 0:00,577.09,2014,57,72439
2/27/2014 0:00,576.7,2014,58,70563
2/28/2014 0:00,543.93,2014,59,70386
3/1/2014 0:00,563.74,2014,60,60258
3/2/2014 0:00,560.3,2014,61,60517
3/3/2014 0:00,661.12,2014,62,84966
3/4/2014 0:00,663.6,2014,63,79982
3/5/2014 0:00,661.79,2014,64,72878
3/6/2014 0:00,658.72,2014,65,69026
3/7/2014 0:00,625.83,2014,66,74140
3/8/2014 0:00,615.24,2014,67,62027
3/9/2014 0:00,633.18,2014,68,60104
3/10/2014 0:00,625.83,2014,69,73351
3/11/2014 0:00,628.95,2014,70,76873
3/12/2014 0:00,631.39,2014,71,74026
3/13/2014 0:00,638.16,2014,72,71512
3/14/2014 0:00,626.71,2014,73,72071
3/15/2014 0:00,633.67,2014,74,57691
3/16/2014 0:00,630.72,2014,75,61194
3/17/2014 0:00,621.22,2014,76,66245
3/18/2014 0:00,613.63,2014,77,53512
3/19/2014 0:00,608.82,2014,78,75934
3/20/2014 0:00,586.59,2014,79,71333
3/21/2014 0:00,570.77,2014,80,70598
3/22/2014 0:00,564.42,2014,81,65972
3/23/2014 0:00,561.35,2014,82,59848
3/24/2014 0:00,586.27,2014,83,71433
3/25/2014 0:00,582.28,2014,84,72395
3/26/2014 0:00,579.07,2014,85,68998
3/27/2014 0:00,478.16,2014,86,71660
3/28/2014 0:00,502.44,2014,87,61632
3/29/2014 0:00,493.18,2014,88,52597
3/30/2014 0:00,461.87,2014,89,59862
3/31/2014 0:00,458.5,2014,90,64161
4/1/2014 0:00,478.72,2014,91,64711
4/2/2014 0:00,437.51,2014,92,66268
4/3/2014 0:00,447.08,2014,93,69069
4/4/2014 0:00,448.88,2014,94,65579
4/5/2014 0:00,464.83,2014,95,51804
4/6/2014 0:00,460.7,2014,96,52443
4/7/2014 0:00,446.22,2014,97,66667
4/8/2014 0:00,450.46,2014,98,67638
4/9/2014 0:00,440.2,2014,99,63964
4/10/2014 0:00,360.84,2014,100,70980
4/11/2014 0:00,420.06,2014,101,61386
4/12/2014 0:00,420.66,2014,102,47767
4/13/2014 0:00,414.95,2014,103,52209
4/14/2014 0:00,457.63,2014,104,73160
4/15/2014 0:00,520.12,2014,105,73511
4/16/2014 0:00,529.16,2014,106,66928
4/17/2014 0:00,494.4,2014,107,64067
4/18/2014 0:00,478.23,2014,108,56238
4/19/2014 0:00,501.55,2014,109,52731
4/20/2014 0:00,497.32,2014,110,49953
4/21/2014 0:00,493.09,2014,111,63305
4/22/2014 0:00,484.43,2014,112,74422
4/23/2014 0:00,486.93,2014,113,78928
4/24/2014 0:00,500.26,2014,114,70634
4/25/2014 0:00,459.61,2014,115,69135
4/26/2014 0:00,456.14,2014,116,49884
4/27/2014 0:00,429.65,2014,117,55855
4/28/2014 0:00,437.06,2014,118,64408
4/29/2014 0:00,444.25,2014,119,63284
4/30/2014 0:00,445.87,2014,120,65063
5/1/2014 0:00,456.27,2014,121,60306
5/2/2014 0:00,446.64,2014,122,57914
5/3/2014 0:00,436.94,2014,123,53915
5/4/2014 0:00,434.06,2014,124,54214
5/5/2014 0:00,429.72,2014,125,71257
5/6/2014 0:00,426.99,2014,126,73883
5/7/2014 0:00,436.96,2014,127,69866
5/8/2014 0:00,435.34,2014,128,67783
5/9/2014 0:00,448.23,2014,129,65522
5/10/2014 0:00,452.71,2014,130,55010
5/11/2014 0:00,436.54,2014,131,57243
5/12/2014 0:00,438.43,2014,132,73845
5/13/2014 0:00,437.41,2014,133,67344
5/14/2014 0:00,441.75,2014,134,71771
5/15/2014 0:00,444.32,2014,135,74218
5/16/2014 0:00,445.01,2014,136,61906
5/17/2014 0:00,446.36,2014,137,53325
5/18/2014 0:00,444.81,2014,138,50629
5/19/2014 0:00,444.31,2014,139,66892
5/20/2014 0:00,485.83,2014,140,73121
5/21/2014 0:00,489.16,2014,141,68993
5/22/2014 0:00,526.06,2014,142,73851
5/23/2014 0:00,519.04,2014,143,68504
5/24/2014 0:00,525.63,2014,144,51438
5/25/2014 0:00,570.09,2014,145,60932
5/26/2014 0:00,581.83,2014,146,67165
5/27/2014 0:00,569.63,2014,147,70724
5/28/2014 0:00,574.45,2014,148,70944
5/29/2014 0:00,565.51,2014,149,62482
5/30/2014 0:00,616.47,2014,150,63471
5/31/2014 0:00,623.26,2014,151,52463
6/1/2014 0:00,629.02,2014,152,55960
6/2/2014 0:00,658.79,2014,153,67587
6/3/2014 0:00,665.73,2014,154,68753
6/4/2014 0:00,636.78,2014,155,65118
6/5/2014 0:00,656.06,2014,156,67604
6/6/2014 0:00,645.56,2014,157,59490
6/7/2014 0:00,652.71,2014,158,48490
6/8/2014 0:00,653.64,2014,159,50625
6/9/2014 0:00,645.34,2014,160,61054
6/10/2014 0:00,649.81,2014,161,62231
6/11/2014 0:00,627.91,2014,162,63760
6/12/2014 0:00,581.8,2014,163,64569
6/13/2014 0:00,597.43,2014,164,64430
6/14/2014 0:00,571.69,2014,165,53634
6/15/2014 0:00,591.97,2014,166,55947
6/16/2014 0:00,588.06,2014,167,68576
6/17/2014 0:00,607.34,2014,168,68154
6/18/2014 0:00,604.88,2014,169,64532
6/19/2014 0:00,592.26,2014,170,61102
6/20/2014 0:00,588.52,2014,171,56808
6/21/2014 0:00,591.03,2014,172,51093
6/22/2014 0:00,598.88,2014,173,50439
6/23/2014 0:00,587.46,2014,174,61593
6/24/2014 0:00,575.07,2014,175,65455
6/25/2014 0:00,562.13,2014,176,63721
6/26/2014 0:00,579.38,2014,177,60959
6/27/2014 0:00,600.86,2014,178,62663
6/28/2014 0:00,591.99,2014,179,51497
6/29/2014 0:00,598.6,2014,180,53170
6/30/2014 0:00,639.36,2014,181,71180
7/1/2014 0:00,635.59,2014,182,70524
7/2/2014 0:00,647.34,2014,183,64914
7/3/2014 0:00,640.69,2014,184,62463
7/4/2014 0:00,626.96,2014,185,55757
7/5/2014 0:00,628.33,2014,186,50772
7/6/2014 0:00,631.71,2014,187,53335
7/7/2014 0:00,617.99,2014,188,67737
7/8/2014 0:00,620.22,2014,189,71340
7/9/2014 0:00,620.55,2014,190,64773
7/10/2014 0:00,615.11,2014,191,64822
7/11/2014 0:00,631.18,2014,192,58125
7/12/2014 0:00,634.48,2014,193,53042
7/13/2014 0:00,627.58,2014,194,53369
7/14/2014 0:00,618.38,2014,195,64444
7/15/2014 0:00,619.36,2014,196,71790
7/16/2014 0:00,615.2,2014,197,66960
7/17/2014 0:00,622.62,2014,198,65374
7/18/2014 0:00,628.22,2014,199,62976
7/19/2014 0:00,625.8,2014,200,57435
7/20/2014 0:00,621.37,2014,201,53549
7/21/2014 0:00,620.01,2014,202,65730
7/22/2014 0:00,618.81,2014,203,67559
7/23/2014 0:00,617.93,2014,204,66630
7/24/2014 0:00,600.01,2014,205,65241
7/25/2014 0:00,599.93,2014,206,61327
7/26/2014 0:00,593.85,2014,207,56204
7/27/2014 0:00,590.95,2014,208,52622
7/28/2014 0:00,584.69,2014,209,64453
7/29/2014 0:00,582.2,2014,210,63203
7/30/2014 0:00,564.37,2014,211,66557
7/31/2014 0:00,581.35,2014,212,68497
8/1/2014 0:00,595.08,2014,213,66625
8/2/2014 0:00,587.29,2014,214,54189
8/3/2014 0:00,585.51,2014,215,54843
8/4/2014 0:00,586.76,2014,216,70294
8/5/2014 0:00,583.11,2014,217,75527
8/6/2014 0:00,583.04,2014,218,75923
8/7/2014 0:00,587.4,2014,219,71321
8/8/2014 0:00,590.53,2014,220,66583
8/9/2014 0:00,588.09,2014,221,58684
8/10/2014 0:00,589.45,2014,222,60195
8/11/2014 0:00,573.31,2014,223,77507
8/12/2014 0:00,568.21,2014,224,77009
8/13/2014 0:00,544.57,2014,225,77401
8/14/2014 0:00,508.55,2014,226,76262
8/15/2014 0:00,496.62,2014,227,78954
8/16/2014 0:00,519.83,2014,228,61437
8/17/2014 0:00,492.95,2014,229,59986
8/18/2014 0:00,460.67,2014,230,75005
8/19/2014 0:00,486.74,2014,231,73269
8/20/2014 0:00,511.93,2014,232,75080
8/21/2014 0:00,516.16,2014,233,71909
8/22/2014 0:00,513.94,2014,234,65646
8/23/2014 0:00,497.22,2014,235,56523
8/24/2014 0:00,508.57,2014,236,56808
8/25/2014 0:00,501.63,2014,237,72929
8/26/2014 0:00,513.47,2014,238,72154
8/27/2014 0:00,510.43,2014,239,73629
8/28/2014 0:00,507.02,2014,240,68970
8/29/2014 0:00,508.42,2014,241,67515
8/30/2014 0:00,501.2,2014,242,58758
8/31/2014 0:00,478.07,2014,243,60281
9/1/2014 0:00,474.13,2014,244,72311
9/2/2014 0:00,475.32,2014,245,70640
9/3/2014 0:00,474.54,2014,246,73411
9/4/2014 0:00,489.09,2014,247,69829
9/5/2014 0:00,480.5,2014,248,66561
9/6/2014 0:00,482.24,2014,249,62428
9/7/2014 0:00,479.48,2014,250,61834
9/8/2014 0:00,472.15,2014,251,80585
9/9/2014 0:00,471.56,2014,252,80197
9/10/2014 0:00,477.53,2014,253,70122
9/11/2014 0:00,476.33,2014,254,65471
9/12/2014 0:00,473.83,2014,255,67929
9/13/2014 0:00,477.09,2014,256,62634
9/14/2014 0:00,474.71,2014,257,68431
9/15/2014 0:00,471.36,2014,258,86565
9/16/2014 0:00,463.74,2014,259,80515
9/17/2014 0:00,454.91,2014,260,79671
9/18/2014 0:00,421.46,2014,261,76068
9/19/2014 0:00,391.94,2014,262,67835
9/20/2014 0:00,406.82,2014,263,62946
9/21/2014 0:00,396.57,2014,264,61213
9/22/2014 0:00,398.89,2014,265,73641
9/23/2014 0:00,435.38,2014,266,77698
9/24/2014 0:00,422.3,2014,267,76820
9/25/2014 0:00,408.8,2014,268,77193
9/26/2014 0:00,401.92,2014,269,73021
9/27/2014 0:00,398.36,2014,270,61552
9/28/2014 0:00,376.2,2014,271,64351
9/29/2014 0:00,374.73,2014,272,78456
9/30/2014 0:00,386.27,2014,273,79945
